step,t,motion_id,phase,phase_label,mode,base_x,base_y,base_z,upright_cos,com_x,com_y,com_z,com_vx,com_vy,com_vz,lin_momentum_norm,ang_momentum_norm,momentum_norm,cp_x,cp_y,cp_margin,com_margin,support_area,support_mode,contact_left,contact_right,grf_left,grf_right,grf_total,torque_norm,torque_max,tracking_err_rms,head_force,torso_force,push_force,source,trial
48,0.96,horse_stance_hold,0.20869565217391306,transition,nominal,-0.019928524218367986,1.885377515838984e-05,0.7365870941705573,0.9997079630072628,0.01742968119358537,0.00010841684828593195,0.6515261509586978,-0.036892282281427956,5.051988987590207e-05,-0.0596109838623248,2.3373335387410346,0.4362344019682197,2.377693951034123,0.007922167811835414,0.00012143633364537991,0.057766493081699906,0.0672740067360356,0.0531227556399814,double,1,1,174.42904786175387,174.17609840974865,348.6051462715026,64.94507122012605,36.68998898971377,0.043122193478352465,0.0,0.0,0.0,authored_keyframe,0
49,0.98,horse_stance_hold,0.21304347826086958,transition,nominal,-0.021297053735535004,2.032004168315744e-05,0.7349211103206835,0.9996610926469587,0.016678885134463174,0.0001093769483752396,0.6502681854857179,-0.0387095801049079,4.6608414907060814e-05,-0.06016705951605816,2.3853504810817916,0.44496260119661213,2.4264971943237006,0.006712671096188946,0.00012137680571519472,0.056635661041677214,0.0666018753633538,0.053340422907841696,double,1,1,174.33397042634476,174.0733612099799,348.40733163632467,66.26412410911986,37.19451527950834,0.04387975316494543,0.0,0.0,0.0,authored_keyframe,0
50,1.0,horse_stance_hold,0.2173913043478261,transition,nominal,-0.022696475601051,2.173961568987565e-05,0.733239958890022,0.9996085307444038,0.015891849947848133,0.00011024853244532766,0.6490015911484737,-0.04049111947326012,4.2014241007127085e-05,-0.06061103366304828,2.4302993815432323,0.4530789504236051,2.4721722470827903,0.005477116453791888,0.00012105502850511782,0.05548011859040609,0.06589485237214104,0.05356421508451634,double,1,1,174.22401347199255,173.95630974238125,348.1803232143738,67.5399944241484,37.656146490646684,0.04460531330610169,0.0,0.0,0.0,authored_keyframe,0
51,1.02,horse_stance_hold,0.22173913043478263,transition,nominal,-0.024124964297370866,2.309290890122355e-05,0.7315466701787837,0.9995498830123645,0.015069374003981811,0.0001110216304350001,0.6477287317570218,-0.0422289014764913,3.6900641833919145e-05,-0.06093937553414208,2.4719458558291145,0.46055094915354505,2.5144827481843985,0.00421832159074647,0.00012050354411548712,0.054302597405268015,0.06515365010106194,0.05379382031000571,double,1,1,174.09837339763715,173.8235633018354,347.92193669947255,68.77146364958531,38.0752404739303,0.045298422669072004,0.0,0.0,0.0,authored_keyframe,0
52,1.04,horse_stance_hold,0.22608695652173916,transition,nominal,-0.025580538238529425,2.4370879074054085e-05,0.7298443479801863,0.9994847609813333,0.014212442617584857,0.0001116853743759557,0.6464520018984566,-0.04391318738711603,3.130355119511439e-05,-0.0611507525262508,2.5100773181357896,0.4673617177258971,2.5532166218743484,0.002939725736356461,0.00011972113973474849,0.0531063652562833,0.06437908240384266,0.05402888611765312,double,1,1,173.9586813722541,173.67751183353874,347.63619320579284,69.95721039665817,38.45164777593084,0.04595879364982033,0.0,0.0,0.0,authored_keyframe,0
53,1.06,horse_stance_hold,0.23043478260869568,transition,nominal,-0.02706104925346474,2.5571513370900684e-05,0.7281362373070666,0.9994127874633163,0.013322187965013034,0.00011223070506398299,0.6451738935994681,-0.0455380215090015,2.5312162730392154e-05,-0.06123760547756949,2.544380571028539,0.47345551166483557,2.5880557590116418,0.0016439304634965589,0.000118722026919663,0.051893986682135164,0.06357224442123435,0.054269095873595574,double,1,1,173.80597610436118,173.51890644850567,347.3248825528668,71.09616120688352,38.785617948996105,0.04658620797063517,0.0,0.0,0.0,authored_keyframe,0
54,1.08,horse_stance_hold,0.2347826086956522,transition,nominal,-0.028564216158127695,2.6679596184168148e-05,0.7264257116297975,0.9993336074902321,0.012399908547726192,0.00011265245695194593,0.6438969662088465,-0.047093645690256335,1.9067321678559026e-05,-0.06119941947297188,2.5746574692675246,0.4788191177410361,2.618802938666703,0.00033466764343884764,0.0001175374435797481,0.05066902847379559,0.06273426957282201,0.05451408695682514,double,1,1,173.6399340928121,173.34708140615606,346.9870154989682,72.18747168782201,39.07720093378765,0.047180584076492435,0.0,0.0,0.0,authored_keyframe,0
55,1.1,horse_stance_hold,0.23913043478260873,transition,nominal,-0.03008759942901637,2.7700936111129773e-05,0.7247162389710181,0.9992468860039736,0.011447063359601386,0.0001129434141591224,0.6426238373594012,-0.04857367445811136,1.2567242185329471e-05,-0.06103008833969838,2.600624827151723,0.48340194273779546,2.645170491639547,-0.0009850473728241337,0.00011615991668219094,0.049434414332933045,0.06186652520163528,0.05476350741106714,double,1,1,173.4628821314523,173.16576606229276,346.6286481937451,73.23033844938269,39.32737517272068,0.04774194454739286,0.0,0.0,0.0,authored_keyframe,0
56,1.12,horse_stance_hold,0.24347826086956526,transition,nominal,-0.03162864200513309,2.863127813524394e-05,0.7230114280377921,0.9991523225319325,0.010465259098270547,0.0001131025369039578,0.641357207076318,-0.04996980251321479,6.040871798709356e-06,-0.06072746377081015,2.6220653665684246,0.4871808210153297,2.6669405578157863,-0.0023115709798789755,0.00011464713361265169,0.0481936303560791,0.06097046049670851,0.055016973444502765,double,1,1,173.27488989890253,172.97346595250966,346.24835585141216,74.22411968371195,39.53651933817813,0.048270427747853506,0.0,0.0,0.0,authored_keyframe,0
57,1.1400000000000001,horse_stance_hold,0.24782608695652172,transition,nominal,-0.03318466093307652,2.946692363103105e-05,0.7213149901180519,0.9990496516650803,0.009456244990430707,0.00011312922718329244,0.6400998383173346,-0.05127641221354766,-4.761614073581518e-07,-0.06028605079153593,2.63873146703415,0.4901041342972999,2.6838602455365486,-0.0036418153028659143,0.00011300759638749994,0.0469496488525577,0.06004770911810224,0.055274101563666994,double,1,1,173.07821155899583,172.77336242058402,345.8515739795798,75.16812786703663,39.70570803985696,0.048766259275734754,0.0,0.0,0.0,authored_keyframe,0
58,1.16,horse_stance_hold,0.25217391304347825,transition,nominal,-0.03475288658384703,3.0214730921759016e-05,0.7196307688791805,0.9989386578211186,0.008421894055552338,0.00011302453210985988,0.6388545723421263,-0.05248667674296544,-6.938429987593159e-06,-0.05970369167325494,2.650438788483796,0.49214247275417566,2.6957429374827355,-0.004972268821531281,0.00011125390254952066,0.04570583960153497,0.059100002343283976,0.05553450116699726,double,1,1,172.8713588801244,172.5644742251028,345.43583310522723,76.06187880791889,39.83577436017009,0.04922973074259148,0.0,0.0,0.0,authored_keyframe,0
59,1.18,horse_stance_hold,0.2565217391304348,transition,nominal,-0.036330457672843874,3.088396988511055e-05,0.7179626773945934,0.9988191751031666,0.007364210605678428,0.00011279317118849646,0.6376242832805145,-0.05359467840400472,-1.3170663002458084e-05,-0.05897808677284988,2.657020110558388,0.4932589948791176,2.702417492531616,-0.006299529403846714,0.00010943536551864824,0.04446546142440928,0.05812920117509261,0.05579778300671137,double,1,1,172.65649026661555,172.34833595009866,345.00482621671426,76.9049224114529,39.92736259708062,0.049661201378451474,0.0,0.0,0.0,authored_keyframe,0
60,1.2,horse_stance_hold,0.2608695652173913,transition,nominal,-0.03791443805945486,3.147987076803126e-05,0.7163147040283376,0.998691095337478,0.006285312659042893,0.00011244328830510067,0.6364118836423499,-0.05459557472944589,-1.901837027371096e-05,-0.05810686819124842,2.6583336574329643,0.49341098266882205,2.703736716483159,-0.007620362463840303,0.0001075992459133226,0.04323161826472412,0.05713729299164222,0.056063567380819725,double,1,1,172.43663983657626,172.12761319825438,344.5642530348307,77.69677874107693,39.98127941281427,0.05006107643528789,0.0,0.0,0.0,authored_keyframe,0
61,1.22,horse_stance_hold,0.26521739130434785,transition,nominal,-0.0395018402006789,3.200848977539423e-05,0.7146909084902225,0.9985543774799726,0.005187415822682362,0.00011198500436466468,0.635220319981823,-0.05548487511539044,-2.4729985239819477e-05,-0.05708901270835339,2.6542831335163704,0.49256019653351185,2.6995989517109042,-0.00893153092789159,0.00010569209401716279,0.04200741598616632,0.056126362185496735,0.056331484231340725,double,1,1,172.21246250103917,171.9097492750496,344.12221177608876,78.43694166199076,40.000242212925215,0.050429792008595556,0.0,0.0,0.0,authored_keyframe,0
62,1.24,horse_stance_hold,0.26956521739130435,transition,nominal,-0.041089639867083284,3.248840672363514e-05,0.713095392101753,0.9984090527131838,0.004072826028330405,0.00011143208270937972,0.6340525497541153,-0.05625781395946574,-2.8981940669266008e-05,-0.05592507947165074,2.6448073920701822,0.49068485219453795,2.6899401044116678,-0.010229641667455797,0.00010406398144469088,0.040796114726090724,0.05509858172487402,0.056601173118211286,double,1,1,171.99800078404382,171.6934543765583,343.69145516060206,79.12551042969119,39.98589564955599,0.05076781462010458,0.0,0.0,0.0,authored_keyframe,0
63,1.26,horse_stance_hold,0.2739130434782609,transition,nominal,-0.042674785231354526,3.28946055817738e-05,0.7115322661566734,0.9982552171770188,0.002943957253173301,0.00011080136286346608,0.6329115325968386,-0.05690587370501199,-3.2600715422158106e-05,-0.05461533008157925,2.6297504887905934,0.4878364176848539,2.674616234848274,-0.01151024397603923,0.00010252071852487186,0.039602049111367645,0.05405624949640348,0.05687226412323294,double,1,1,171.77461963577278,171.46859113019306,343.24321076596584,79.76313719228024,39.940162912591894,0.051075726055452124,0.0,0.0,0.0,authored_keyframe,0
64,1.28,horse_stance_hold,0.2782608695652174,transition,nominal,-0.04425411699725426,3.321665087721493e-05,0.7100056119353858,0.9980929986342435,0.0018034075677193216,0.0001101054170749098,0.6318002166927367,-0.057420523535559834,-3.5604776604198857e-05,-0.05316022523079023,2.608958176143469,0.48403219914547013,2.653478836296882,-0.012768705402868084,0.00010106967871826448,0.0384296272645859,0.05300173924562247,0.057144278330499246,double,1,1,171.54282761301914,171.23533609002564,342.7781637030448,80.33904785444365,39.854182901031464,0.051354355501683664,0.0,0.0,0.0,authored_keyframe,0
65,1.3,horse_stance_hold,0.28260869565217395,transition,nominal,-0.04582305781307003,3.3692074426166106e-05,0.7085182584925277,0.997922674788509,0.0006539408434788475,0.00010737408767282124,0.6307198464159122,-0.05779110626427777,-1.6817433304556805e-05,-0.05184615941338495,2.5885776858206326,0.4782703690124575,2.6323899751753754,-0.01399967333922508,0.00010310982981173475,0.037286071226314436,0.05193968477523128,0.05741917513480374,double,1,1,169.2846951597363,170.86137945871766,340.14607461845395,80.84009121457242,39.53898598150137,0.05160139726028377,0.0,0.0,0.0,authored_keyframe,0
66,1.32,horse_stance_hold,0.28695652173913044,transition,nominal,-0.04737349715899723,3.280125703982493e-05,0.707064839243236,0.9977444759869147,-0.0004989886886807213,0.00010289910058504282,0.6296650047339987,-0.05776387474471151,-0.0001882029307075414,-0.05066459212622843,2.561763244251755,0.47326037339364757,2.6051115716268223,-0.015133444996293322,5.521795768082105e-05,0.03625045014551866,0.0508848994965809,0.05770721066427157,double,1,1,171.04603912118617,170.84805311074473,341.8940922319309,81.330256877057,39.3126056510839,0.05181260156556011,0.0,0.0,0.0,authored_keyframe,0
67,1.34,horse_stance_hold,0.291304347826087,transition,nominal,-0.048902285357807815,3.034731762032508e-05,0.7056487533342037,0.9975577375410394,-0.0016496619433272917,9.67072629238187e-05,0.6286392983811346,-0.057567053409957644,-0.00034052391229693756,-0.04915187457644918,2.5238139799156603,0.46720836752613254,2.5666945014754208,-0.016222369854828285,1.050595129082672e-05,0.035262450475589915,0.04983514388412128,0.0579986477086188,double,1,1,171.16603777944155,170.80898341405938,341.97502119350094,81.78183230702474,39.104993246823845,0.052000477790169745,0.0,0.0,0.0,authored_keyframe,0
68,1.36,horse_stance_hold,0.29565217391304355,transition,nominal,-0.05040441085304569,2.643094303092412e-05,0.7042786067861114,0.9973632847212943,-0.002795034194350789,8.883934193088874e-05,0.6276489300937681,-0.05718654483135003,-0.00044319083496386936,-0.0472366032290114,2.4730485059581704,0.4603781293847277,2.5155351189831796,-0.017260011290575063,-2.3262994307730655e-05,0.03432594085262139,0.04879089620503923,0.058292494367837976,double,1,1,171.3704994405415,171.00245962815174,342.37295906869326,82.15509633440021,38.79126895743808,0.05216451785908968,0.0,0.0,0.0,authored_keyframe,0
69,1.3800000000000001,horse_stance_hold,0.3,transition,nominal,-0.05187581461696428,2.134789586189055e-05,0.7029617047419586,0.9971619144829641,-0.003932246739686968,7.925805441271001e-05,0.6266990044346841,-0.056727924438368035,-0.0006986560633308193,-0.04525993168597644,2.419704973076432,0.4503296156352794,2.4612535260409554,-0.018270356233883137,-9.732882469485786e-05,0.033415058879551054,0.047753129705652556,0.0585890897852335,double,1,1,171.28366144318204,169.67169338592328,340.9553548291054,82.47478998394064,38.435670851262174,0.05230226609727488,0.0,0.0,0.0,authored_keyframe,0
70,1.4000000000000001,horse_stance_hold,0.30434782608695654,transition,nominal,-0.05331476627507251,1.3679263048858248e-05,0.7017073389516877,0.9969546906900343,-0.005058294940197841,6.956978268026824e-05,0.6257976694203542,-0.0561411791324867,-0.00045690748829049636,-0.04286745489774198,2.3551356373545596,0.4388224838267849,2.3956688090488165,-0.019237895499362254,-4.5831528381638575e-05,0.032542615999845814,0.0467221882058592,0.058884867793784004,double,1,1,170.09481704006708,169.7680767575842,339.8628937976513,82.74690680771444,38.176966333127666,0.05241610451040449,0.0,0.0,0.0,authored_keyframe,0
71,1.42,horse_stance_hold,0.30869565217391304,transition,nominal,-0.05471843926876398,6.033755394672873e-06,0.7005227310887753,0.9967431342184645,-0.00617053535460211,6.077526256656289e-05,0.6249506321029651,-0.055397412846538624,-0.00042780316185432783,-0.040041287952594935,2.279022807935258,0.4267734936229372,2.3186376547335366,-0.020152810212146047,-4.720200724825514e-05,0.03171790768092142,0.04570015409373339,0.059180277532536324,double,1,1,170.06292367881062,169.7418369387784,339.80476061758895,82.95345264864571,37.93511521714614,0.052503997332728404,0.0,0.0,0.0,authored_keyframe,0
72,1.44,horse_stance_hold,0.3130434782608696,transition,nominal,-0.05608592226132483,-1.0015221573613244e-06,0.6994180711172935,0.996528471036578,-0.007267554095955097,5.242118189843867e-05,0.6241655622045092,-0.05459529033568784,-0.00040920208458319245,-0.03693525478196049,2.1977418194180443,0.4126684090944573,2.2361494405972704,-0.021038715796387032,-5.0796294193365544e-05,0.03091336645750074,0.04468449927963155,0.05946850956999383,double,1,1,169.81628228729713,169.51970403373136,339.3359863210285,83.09379505922016,37.678930399133115,0.0525666845918852,0.0,0.0,0.0,authored_keyframe,0
73,1.46,horse_stance_hold,0.3173913043478261,transition,nominal,-0.057414701634825815,-7.5265688469262084e-06,0.6983984137130957,0.9963126316804803,-0.008347636883413492,4.4408056040422356e-05,0.6234458147719637,-0.0536828708371529,-0.0003930665475390766,-0.03374168253921378,2.11407720248571,0.3969653528205917,2.151023921161683,-0.02188083956374185,-5.468219699093667e-05,0.03014548372470709,0.04367865713093369,0.05975144399159623,double,1,1,169.43636565290632,169.1680699434504,338.60443559635667,83.17300943411117,37.4041936562361,0.05260094697666232,0.0,0.0,0.0,authored_keyframe,0
74,1.48,horse_stance_hold,0.32173913043478264,transition,nominal,-0.058702402158974105,-1.3691374976276771e-05,0.697464826632743,0.9960970356804514,-0.00940807468658298,3.671076432453191e-05,0.6227918481622985,-0.05261677973481502,-0.00037749840087112485,-0.030567324787036276,2.028892557889892,0.3802112008733912,2.0642106405913556,-0.0226655620171741,-5.8404905849328834e-05,0.02942957821317156,0.042687036014053756,0.0600310121400157,double,1,1,168.99294591133753,168.75231122294005,337.7452571342776,83.19591994878218,37.11159113506698,0.05260608254697404,0.0,0.0,0.0,authored_keyframe,0
75,1.5,horse_stance_hold,0.32608695652173914,transition,nominal,-0.0599462758306555,-1.9588492316271445e-05,0.6966166444816079,0.9958825733251015,-0.010445496972466247,2.9328150234797538e-05,0.6222027580841325,-0.051372542154994254,-0.00036164338164120695,-0.027450992757928637,1.94205380227588,0.36277006191577554,1.9756454866085107,-0.02338335912047669,-6.174953488924693e-05,0.028776088958088572,0.04171392151517486,0.06030815228317071,double,1,1,168.53680714310778,168.32344809103046,336.8602552341382,83.16604389302877,36.80322964195959,0.05258327012870755,0.0,0.0,0.0,authored_keyframe,0
76,1.52,horse_stance_hold,0.3304347826086957,transition,nominal,-0.06114299163667325,-2.5278317202218025e-05,0.6958529980449257,0.9956698404928912,-0.01145623968166159,2.227140209349386e-05,0.6216774220936827,-0.04994308061156404,-0.0003450489849196507,-0.024383658230486566,1.8530577063542317,0.3448192668464351,1.8848668891641445,-0.024028789669615802,-6.459039253498352e-05,0.028190789161804893,0.04076330972902076,0.06058306534302675,double,1,1,168.10032843427177,167.91421399821422,336.014542432486,83.08535675696668,36.481551452605935,0.0525344730978419,0.0,0.0,0.0,authored_keyframe,0
77,1.54,horse_stance_hold,0.3347826086956522,transition,nominal,-0.06228880672216132,-3.0803059779514065e-05,0.6951736820226687,0.995459384183299,-0.0124366505013052,1.5557908807611577e-05,0.6212152127745102,-0.04833451006479603,-0.0003275008178855064,-0.021330778084809945,1.7615151830585802,0.3263918583696022,1.7914986422980805,-0.024599738766847852,-6.685569897777304e-05,0.027675778143268402,0.03983883741329906,0.060855519798594666,double,1,1,167.6972903865504,167.53839377799142,335.2356841645418,82.95448407361738,36.1487454175542,0.05246166694295844,0.0,0.0,0.0,authored_keyframe,0
78,1.56,horse_stance_hold,0.33913043478260874,transition,nominal,-0.06337986902717963,-3.6189048778560084e-05,0.6945794593980409,0.9952518775089183,-0.01338329471094668,9.207860805536952e-06,0.6208162814379111,-0.04656080704122658,-0.00030890393200596103,-0.018252228394608203,1.6674398184929038,0.3074315066823865,1.695544065955424,-0.025096278568092538,-6.850098916759672e-05,0.027230796880640805,0.038943752436220835,0.061125078089886944,double,1,1,167.32676447821663,167.19491096214225,334.5216754403589,82.77311884105754,35.80650424654734,0.05236640886020191,0.0,0.0,0.0,authored_keyframe,0
79,1.58,horse_stance_hold,0.34347826086956523,transition,nominal,-0.06441249453800965,-4.14463170435429e-05,0.6940719581921928,0.9950482031124579,-0.014293056764121227,3.242726888506704e-06,0.620481508430141,-0.04463889816400659,-0.00028921083483494,-0.01511592443313258,1.571357109029626,0.2878451816675223,1.5975036815942407,-0.02551953100329838,-6.94924462565903e-05,0.026854482369750115,0.038080929276792984,0.061391243421515584,double,1,1,166.97910733149558,166.8739326031562,333.8530399346518,82.54048171623826,35.456009237652914,0.05224968784723048,0.0,0.0,0.0,authored_keyframe,0
80,1.6,horse_stance_hold,0.3478260869565218,hold,nominal,-0.06538335152957651,-4.656871881175795e-05,0.6936533446603852,0.9948494563082246,-0.01516315737388422,-2.3152758408240865e-06,0.620212260037783,-0.04258508569206899,-0.0002683883133372657,-0.011904312299277615,1.4742947096175694,0.2675439446774394,1.4983740030913235,-0.02587078341515419,-6.979903562101974e-05,0.026545318822479715,0.037252918778439364,0.06165354066160122,double,1,1,166.64166084425082,166.5626000822946,333.2042609265454,82.25570322851623,35.09802520196482,0.05211196784115978,0.0,0.0,0.0,authored_keyframe,0
81,1.62,horse_stance_hold,0.35217391304347834,hold,nominal,-0.06628953907874069,-5.1535170534036674e-05,0.69332593487942,0.9946568943754556,-0.015991116469713046,-7.443339800724083e-06,0.6200100825789899,-0.04041304862988683,-0.00024640889714477735,-0.0086150469830805,1.3777172514249252,0.2464679668300984,1.3995896839957105,-0.026150947513794452,-6.93904793416388e-05,0.02630220773645979,0.03646201421751318,0.06191154956289576,double,1,1,166.30286869824877,166.24914939294067,332.55201809118944,81.91873049026651,34.74919714091187,0.05194922582321737,0.0,0.0,0.0,authored_keyframe,0
82,1.6400000000000001,horse_stance_hold,0.3565217391304348,hold,nominal,-0.067128635123415,-5.6307020930787744e-05,0.6930850029898077,0.99447460089414,-0.016774042006458805,-1.2118670278449848e-05,0.6198715939482276,-0.038080471450778676,-0.00022324152888039643,-0.005641351561374442,1.2835244093554348,0.22489689837832164,1.3030784797207753,-0.02634639444521043,-6.823527051988954e-05,0.026139429419713235,0.03571175909053745,0.06216565891429463,double,1,1,165.75738909142243,165.72853225433607,331.48592134575847,81.54293299950034,34.41932693505273,0.05175617619889081,0.0,0.0,0.0,authored_keyframe,0
83,1.6600000000000001,horse_stance_hold,0.36086956521739133,hold,nominal,-0.06790074854563191,-6.0832166083996385e-05,0.6929130960985695,0.9943075531346068,-0.01750786372782916,-1.631613999991923e-05,0.6197839040105966,-0.03551852164003723,-0.00019871639809211744,-0.003494689662119165,1.189964800622366,0.20351087563455852,1.2072418577989135,-0.026435582969210634,-6.626428336029019e-05,0.026080198918115232,0.0350078974710801,0.06241740781394921,double,1,1,164.9803182524047,164.97595727582876,329.95627552823345,81.15103335963826,34.10001234904515,0.051536976599255324,0.0,0.0,0.0,authored_keyframe,0
84,1.68,horse_stance_hold,0.3652173913043478,hold,nominal,-0.06860797444756421,-6.505680196519443e-05,0.6927868234198842,0.9941571182352154,-0.01818771101891595,-2.0006408557788185e-05,0.6197290522544553,-0.032707932302302616,-0.00017266655018510088,-0.0022551855496191803,1.0931240627996033,0.1829498638921243,1.108327961106124,-0.026408613839892334,-6.340490028711789e-05,0.026135892531696667,0.03435677703877276,0.06266837199580207,double,1,1,164.25068036302585,164.2697533596686,328.5204337226945,80.75769082253599,33.78936424858156,0.051300410028248346,0.0,0.0,0.0,authored_keyframe,0
85,1.7,horse_stance_hold,0.3695652173913044,hold,nominal,-0.06925110962535572,-6.892906829540811e-05,0.6926851861282658,0.9940222263530116,-0.018808777607803192,-2.315945830077947e-05,0.6196904316053458,-0.02966939598576714,-0.00014517202873225854,-0.001757876655405526,0.9909581200632402,0.16352791686308207,1.0043601820626156,-0.026265733881968276,-5.9646263458781366e-05,0.02630695581846072,0.03376389643056813,0.06291939221192039,double,1,1,163.71544128270276,163.75607446452568,327.4715157472284,80.3696669336538,33.487770269772405,0.05105550139884119,0.0,0.0,0.0,authored_keyframe,0
86,1.72,horse_stance_hold,0.3739130434782609,hold,nominal,-0.06982913034927608,-7.236972370974247e-05,0.6925934370794365,0.9939010033246766,-0.01936703482941156,-2.5758799069288175e-05,0.6196560822146349,-0.026456525884619497,-0.00011855012437501458,-0.0017321270085748196,0.88398810399475,0.14514780145812758,0.8958252353402203,-0.02601630025283368,-5.555376332071463e-05,0.02658413957429547,0.03323339199975717,0.06317065994842992,double,1,1,163.41477380983417,163.49717537241546,326.91194918224966,79.98629386236004,33.191040627552454,0.05080915651401773,0.0,0.0,0.0,authored_keyframe,0
87,1.74,horse_stance_hold,0.37826086956521743,hold,nominal,-0.07034007236876398,-7.502245049950528e-05,0.6925042014996837,0.993791996971617,-0.0198599702289201,-2.7853286493005164e-05,0.6196198813732534,-0.023161243553858093,-9.208170303514775e-05,-0.0018794824215622973,0.7747667461334948,0.127272088047213,0.7851507468697848,-0.025680868935434854,-5.0995319641811767e-05,0.026947483693402625,0.0327683720492175,0.06342223881559314,double,1,1,163.3494794251467,163.46939809589207,326.81887752103876,79.6025062282007,32.902135542175685,0.05056503805896852,0.0,0.0,0.0,authored_keyframe,0
88,1.76,horse_stance_hold,0.3826086956521739,hold,nominal,-0.07078239021972332,-7.699738833027325e-05,0.692416518709433,0.9936948096118837,-0.02028675175154021,-2.9352058546285265e-05,0.6195808581141637,-0.019848743648463528,-6.0469762171914015e-05,-0.0019965128050363446,0.6651222277227384,0.10960278795055321,0.6740922406743697,-0.0252749937543511,-4.4548879710796404e-05,0.02738195581027141,0.03237019076577706,0.0636741323621625,double,1,1,163.41013026709751,163.54285390056876,326.9529841676663,79.21372881316451,32.6226123542598,0.050323481653812806,0.0,0.0,0.0,authored_keyframe,0
89,1.78,horse_stance_hold,0.3869565217391305,hold,nominal,-0.0711550379630069,-7.837383745401545e-05,0.6923326395576043,0.9936097509700909,-0.02064737372972744,-3.019298202146763e-05,0.6195406603984609,-0.01654793530132389,-2.6782974311680172e-05,-0.0020003837429619195,0.5557443483807012,0.09196709843101768,0.563302519034764,-0.024805945659068115,-3.692366612970771e-05,0.02787977916460378,0.032038347722466456,0.0639261186851072,double,1,1,163.51526287803847,163.6564644304903,327.1717273085288,78.82963620204511,32.26398900723541,0.05008296774843222,0.0,0.0,0.0,authored_keyframe,0
90,1.8,horse_stance_hold,0.391304347826087,hold,nominal,-0.07144326026134983,-7.264913892241731e-05,0.6922392881638851,0.9935365956219526,-0.02093509053383782,-3.835577503119864e-05,0.6194842624500677,-0.01264649571031664,5.593005376655733e-05,-0.003294450482571862,0.43572470181332706,0.07473605855170062,0.44208765445119136,-0.024113068167192244,-2.4300936127688728e-05,0.02861088811650611,0.031788872495633995,0.06419270962580353,double,1,1,163.31227207693985,163.94687313878285,327.25914521572275,78.45328148239288,31.994414647484028,0.04984176703769819,0.0,0.0,0.0,authored_keyframe,0
91,1.82,horse_stance_hold,0.3956521739130435,hold,nominal,-0.07165528694046006,-7.932304129671561e-05,0.6921439023138101,0.9934748674755869,-0.02114920173983584,-3.587927216868174e-05,0.6194255110067648,-0.009221650465815886,0.00011227812001668208,-0.002556537730324061,0.3190789600777004,0.058855540782537394,0.32446164248655285,-0.02346642936334828,-7.665888655269487e-06,0.029294361052444224,0.03161160183984494,0.06445719111814047,double,1,1,164.23816266479665,164.3636055915281,328.60176825632476,78.05084072746965,31.747220629901868,0.04960804892064182,0.0,0.0,0.0,authored_keyframe,0
92,1.84,horse_stance_hold,0.4,hold,nominal,-0.07179076559806626,-7.45956948960488e-05,0.6920618799572743,0.9934262011891192,-0.021293507236894237,-4.209500161524582e-05,0.6193712545838451,-0.005710596989583013,-0.00032577228288213026,-0.0022931295754853513,0.2054623058516822,0.04108896414269666,0.20953057557361413,-0.02272841019584724,-0.00012395187463660334,0.030062227827902837,0.031497086878227484,0.06471717672909913,double,1,1,164.47787354584227,164.62676708171207,329.10464062755426,77.61524658373838,31.52896287026061,0.04936959896220148,0.0,0.0,0.0,authored_keyframe,0
93,1.86,horse_stance_hold,0.4043478260869566,hold,nominal,-0.07186046049607805,-7.311800381545354e-05,0.6920088340777906,0.9933932687550391,-0.021374193821604597,-4.729912822603305e-05,0.6193386864621123,-0.0026864486347852406,-0.00021756971078954992,-0.001099365638970571,0.09705049015345349,0.021497184872813567,0.09940285004204606,-0.02204920061220757,-0.00010196647987789592,0.030759702461636042,0.03143467745991487,0.06496507956879063,double,1,1,164.41200726937439,164.56206076579448,328.9740680351689,77.14266372661012,31.406607896675386,0.04912269800580042,0.0,0.0,0.0,authored_keyframe,0
94,1.8800000000000001,horse_stance_hold,0.40869565217391307,hold,nominal,-0.07186073571252292,-7.27060863013606e-05,0.6919851396634136,0.9933787731208122,-0.021394400498111116,-5.356349890488821e-05,0.6193238825422076,0.0005168002795868161,-0.0006786155710911504,-0.0008432527990819848,0.039990985582168626,0.011480196184198781,0.0416061754101589,-0.021264548944503612,-0.00022407286139765095,0.0315620746367157,0.031432116364850396,0.06521454621268633,double,1,1,164.17494640079838,164.1718007259088,328.34674712670716,76.68385444657683,31.21190484052198,0.04885878339312312,0.0,0.0,0.0,authored_keyframe,0
95,1.9000000000000001,horse_stance_hold,0.41304347826086957,hold,nominal,-0.0717900094801877,-6.847871333347592e-05,0.691974726102049,0.993382275483363,-0.021350132505484336,-6.526905143471139e-05,0.6193184985687404,0.0035459284803694814,-0.0004986429456358746,0.00019605287129744955,0.11956735208099688,0.02100103901945005,0.12139767429221011,-0.020459184224402488,-0.00019055783764327608,0.032393177076004094,0.031502138397489395,0.06547269078117485,double,1,1,164.27308871701865,164.41108256654937,328.684171283568,76.19032964324217,31.08797731516975,0.04858627665885272,0.0,0.0,0.0,authored_keyframe,0
